"000100002", "2018-00", 0.0 
"000100002", "2018-01", 53292.45133463724 
"000100002", "2018-02", 58708.80688557063 
"000100002", "2018-03", 56188.15174703248 
"000100002", "2018-04", 37901.83578779242 
"000100002", "2018-05", 33250.19131407465 
"000100002", "2018-06", 34955.4418741701 
"000100002", "2018-07", 37891.9214423371 
"000100002", "2018-08", 37965.12386835308 
"000100002", "2018-09", 18482.935214023088 
"000100002", "2018-10", 54635.6194919453 
"000100002", "2018-11", 32582.425091050478 
"000100002", "2018-12", 31243.250056474426 
"000100002", "2018-13", 45216.396806135424 
"000100002", "2018-14", 30194.289641297004 
"000100002", "2018-15", 51221.491677862876 
"000100002", "2018-16", 45308.447521328606 
"000100002", "2018-17", 22186.91941446996 
"000100002", "2018-18", 37755.14785060961 
"000100002", "2018-19", 24133.507357406816 
"000100002", "2018-20", 33632.84087343275 
"000100002", "2018-21", 42300.344178441694 
"000100002", "2018-22", 45825.21656910585 
"000100002", "2018-23", 25648.37571127554 
"000100002", "2018-24", 38740.90643492878 
"000100002", "2018-25", 41722.08637317093 
"000100002", "2018-26", 43974.60844468231 
"000100002", "2018-27", 43000.25749733519 
"000100002", "2018-28", 41854.96088453172 
"000100002", "2018-29", 40825.840493890726 
"000100002", "2018-30", 25587.16241154473 
"000100002", "2018-31", 22817.369428940703 
"000100002", "2018-32", 35448.59153330576 
"000100002", "2018-33", 61616.42474315611 
"000100002", "2018-34", 26162.609107531858 
"000100002", "2018-35", 37551.04006821048 
"000100002", "2018-36", 20948.382290659152 
"000100002", "2018-37", 52830.89422717831 
"000100002", "2018-38", 73596.12163336603 
"000100002", "2018-39", 60277.626033369044 
"000100002", "2018-40", 35624.557260119676 
"000100002", "2018-41", 26024.526453949675 
"000100002", "2018-42", 23497.288991355803 
"000100002", "2018-43", 37208.06829114724 
"000100002", "2018-44", 57357.60773506262 
"000100002", "2018-45", 49151.92181589936 
"000100002", "2018-46", 75972.24890325592 
"000100002", "2018-47", 70262.03011689732 
"000100002", "2018-48", 66873.65759635053 
"000100002", "2018-49", 44415.53296604804 
"000100002", "2018-50", 28121.13413329635 
"000100002", "2018-51", 53456.15861018388 
"000100002", "2018-52", 51378.00044828857 
"000100002", "2018-53", 14367.322573774552 
"000100002", "2018-54", 14367.322573774552 
"000100002", "2018-55", 14367.322573774552 
"000100002", "2018-56", 14367.322573774552 
"000100002", "2018-57", 14367.322573774552 
"000100002", "2018-58", 14367.322573774552 
"000100002", "2018-59", 14367.322573774552 
"000100002", "2018-60", 14367.322573774552 
"000100002", "2018-61", 14367.322573774552 
"000100002", "2018-62", 14367.322573774552 
"000100002", "2018-63", 14367.322573774552 
"000100002", "2018-64", 14367.322573774552 
"000100003", "2018-00", 0.0 
"000100003", "2018-01", 1306.4086578466854 
"000100003", "2018-02", 2842.921352423142 
"000100003", "2018-03", 2132.5339993180733 
"000100003", "2018-04", 1849.8424301448888 
"000100003", "2018-05", 1151.115885467175 
"000100003", "2018-06", 1142.7458026386666 
"000100003", "2018-07", 1343.4277597410887 
"000100003", "2018-08", 2087.2696577653783 
"000100003", "2018-09", 675.0115557896686 
"000100003", "2018-10", 1398.9215320392923 
"000100003", "2018-11", 1677.4362982988496 
"000100003", "2018-12", 965.1934181883944 
"000100003", "2018-13", 4176.310143256186 
"000100003", "2018-14", 866.2120489973371 
"000100003", "2018-15", 1469.1240079660322 
"000100003", "2018-16", 1626.7966038165046 
"000100003", "2018-17", 1360.995467665685 
"000100003", "2018-18", 1390.258299689147 
"000100003", "2018-19", 1142.1958651780565 
"000100003", "2018-20", 1224.6340788825792 
"000100003", "2018-21", 2518.9420346315533 
"000100003", "2018-22", 1061.9088703005177 
"000100003", "2018-23", 1657.4441486714857 
"000100003", "2018-24", 1433.879267812889 
"000100003", "2018-25", 1871.7594838285315 
"000100003", "2018-26", 2234.053463713523 
"000100003", "2018-27", 2536.1675869318824 
"000100003", "2018-28", 2372.8621742093665 
"000100003", "2018-29", 2337.589021753519 
"000100003", "2018-30", 2520.5555308056682 
"000100003", "2018-31", 2552.762378349821 
"000100003", "2018-32", 1712.2533514384636 
"000100003", "2018-33", 1409.359091542425 
"000100003", "2018-34", 1122.3352170617693 
"000100003", "2018-35", 1082.183690695097 
"000100003", "2018-36", 1505.4882355258183 
"000100003", "2018-37", 1301.6504276380772 
"000100003", "2018-38", 4837.925588719387 
"000100003", "2018-39", 1364.093690695097 
"000100003", "2018-40", 2341.453894835551 
"000100003", "2018-41", 2181.0337842343797 
"000100003", "2018-42", 2716.0218743349014 
"000100003", "2018-43", 2788.987133199218 
"000100003", "2018-44", 1045.1704153677547 
"000100003", "2018-45", 3521.3448092733215 
"000100003", "2018-46", 1505.7681896199997 
"000100003", "2018-47", 851.6372918358643 
"000100003", "2018-48", 1747.2110918703938 
"000100003", "2018-49", 1011.1016635059606 
"000100003", "2018-50", 1553.4949095010907 
"000100003", "2018-51", 1259.5965776636008 
"000100003", "2018-52", 1062.3232156172553 
"000100003", "2018-53", 390.21926224460594 
"000100003", "2018-54", 390.21926224460594 
"000100003", "2018-55", 390.21926224460594 
"000100003", "2018-56", 390.21926224460594 
"000100003", "2018-57", 390.21926224460594 
"000100003", "2018-58", 390.21926224460594 
"000100003", "2018-59", 390.21926224460594 
"000100003", "2018-60", 390.21926224460594 
"000100003", "2018-61", 390.21926224460594 
"000100003", "2018-62", 390.21926224460594 
"000100003", "2018-63", 390.21926224460594 
"000100003", "2018-64", 390.21926224460594 
"000100009", "2018-00", 0.0 
"000100009", "2018-01", 47972.010641339424 
