"000100002", 4 
"000100003", 4 
"000100009", 4 
"000100011", 4 
"000100012", 4 
"000100014", 4 
"000100016", 4 
"000100017", 4 
"000100018", 4 
"000100023", 4 
"000100024", 4 
"000100026", 4 
"000100027", 4 
"000100028", 4 
"000100029", 4 
"000100031", 4 
"000100032", 4 
"000100033", 4 
"000100034", 4 
"000100036", 4 
"000100037", 4 
"000100040", 4 
"000100041", 4 
"001200002", 4 
"001400001", 4 
"001400002", 4 
"001200004", 4 
"001100001", 4 
"001200006", 4 
"001100003", 4 
"001200008", 4 
"001500001", 4 
"001500003", 4 
"001500002", 4 
"001500005", 4 
"001500004", 4 
"001600001", 4 
"001600002", 4 
"001600004", 4 
"001600003", 4 
"001600005", 4 
"001600009", 4 
"001600006", 4 
"001600007", 4 
"001600010", 4 
"001600008", 4 
"001400003", 4 
"001400004", 4 
"001400005", 4 
"001200023", 4 
"001400006", 4 
"001200024", 4 
"001400007", 4 
"001200022", 4 
"001400008", 4 
"001100013", 4 
"001200026", 4 
"001100014", 4 
"001200028", 4 
"001100016", 4 
"001200030", 4 
"001100031", 4 
"001100032", 4 
"001100034", 4 
"001100017", 4 
"001100018", 4 
"001100020", 4 
"001100022", 4 
"001100023", 4 
"001100024", 4 
"001100026", 4 
"001100027", 4 
"001100005", 4 
"001100008", 4 
"001100006", 4 
"001100009", 4 
"001100012", 4 
"001100010", 4 
"001200032", 4 
"001200034", 4 
"001200036", 4 
"001200010", 4 
"001200012", 4 
"001200014", 4 
"001200016", 4 
"001200018", 4 
"001200020", 4 
"001500006", 4 
"001500012", 4 
"001500031", 4 
"001500034", 4 
"001500008", 4 
"001500013", 4 
"001500014", 4 
"001500017", 4 
"001500007", 4 
"001500011", 4 
"001500016", 4 
"001500042", 4 
"001500046", 4 
"001500050", 4 
"001600015", 4 
"001600018", 4 
"001500009", 4 
"001500018", 4 
"001500010", 4 
"001500015", 4 
"001500032", 4 
"001500035", 4 
"001500037", 4 
"001500033", 4 
"001500036", 4 
"001500038", 4 
"001600012", 4 
"001600014", 4 
"001500039", 4 
"001500043", 4 
"001500047", 4 
"001500040", 4 
"001500044", 4 
"001500048", 4 
"001500041", 4 
"001500045", 4 
"001500049", 4 
"001600017", 4 
"001600019", 4 
"001600022", 4 
"001600016", 4 
"001600020", 4 
"001600024", 4 
"001600021", 4 
"001600023", 4 
"002200004", 4 
"002200005", 4 
"002200003", 4 
"002600003", 4 
"002600002", 4 
"002600001", 4 
"002600022", 4 
"002600021", 4 
"002600020", 4 
"002600025", 4 
"002600024", 4 
"002600023", 4 
"002600004", 4 
"002600008", 4 
"002600006", 4 
"002600009", 4 
"002600012", 4 
"002600010", 4 
"002600026", 4 
"002600028", 4 
"002600027", 4 
"002600030", 4 
"002600033", 4 
"002600034", 4 
"002600015", 4 
"002600016", 4 
"002600013", 4 
"002600146", 4 
"002600150", 4 
"002600147", 4 
"002600152", 4 
"002600151", 4 
"002600153", 4 
"002600154", 4 
"002600155", 4 
"002600121", 4 
"002600122", 4 
"002600126", 4 
"002600127", 4 
"002600156", 4 
"002600158", 4 
"002600157", 4 
"002600128", 4 
"002600129", 4 
"002600132", 4 
"002600133", 4 
"002600075", 4 
"002600076", 4 
"002600077", 4 
"002600074", 4 
"002600062", 4 
"002600063", 4 
"002600064", 4 
"002600066", 4 
"002600067", 4 
"002600068", 4 
"002600079", 4 
"002600078", 4 
"002600160", 4 
"002600161", 4 
"002600159", 4 
"002600072", 4 
"002600073", 4 
"002600071", 4 
"002600120", 4 
"002600119", 4 
"002600140", 4 
"002600141", 4 
"002600139", 4 
"002600142", 4 
"002600143", 4 
"002600144", 4 
"002600083", 4 
"002600091", 4 
"002600092", 4 
"002600106", 4 
"002600096", 4 
"002600098", 4 
"002600097", 4 
"002600107", 4 
"002600108", 4 
"002600114", 4 
"002600112", 4 
"002600113", 4 
"002600110", 4 
