"000100002", 444313.9880663308 
"000100003", 24007.3 
"000100009", 158121.5466091931 
"000100011", 68044.79799555139 
"000100012", 58032.39835831926 
"000100014", 276129.8149270908 
"000100016", 14338.54587302827 
"000100017", 190281.8 
"000100018", 7879.281143443099 
"000100023", 200377.1444440713 
"000100024", 99869 
"000100026", 206366.95 
"000100027", 109930.72 
"000100028", 87128.20453125001 
"000100029", 60907.70438084965 
"000100031", 592702 
"000100032", 271418.2390991502 
"000100033", 58085.99247222468 
"000100034", 15189.87573178008 
"000100036", 144210.7238434615 
"000100037", 39824.85275718763 
"000100040", 308539.1240575589 
"000100041", 118442 
"001200002", 10000 
"001400001", 218688 
"001400002", 64121 
"001200004", 10000 
"001100001", 106723 
"001200006", 10000 
"001100003", 100081 
"001200008", 10000 
"001500001", 68425.99999999997 
"001500003", 20125 
"001500002", 13149.59999999999 
"001500005", 38105 
"001500004", 13724 
"001600001", 78132 
"001600002", 131810 
"001600004", 32920 
"001600003", 5262 
"001600005", 39216 
"001600009", 18630.5 
"001600006", 165428 
"001600007", 202330 
"001600010", 108075 
"001600008", 24133 
"001400003", 221538 
"001400004", 1064538 
"001400005", 38004 
"001200023", 42367.8 
"001400006", 218125 
"001200024", 42887 
"001400007", 1877401 
"001200022", 22431 
"001400008", 56607.5 
"001100013", 676853 
"001200026", 10000 
"001100014", 1020999 
"001200028", 10000 
"001100016", 200922 
"001200030", 10000 
"001100031", 642639 
"001100032", 542385 
"001100034", 195619 
"001100017", 227771 
"001100018", 140479 
"001100020", 101644 
"001100022", 301807 
"001100023", 207312 
"001100024", 78145 
"001100026", 408764 
"001100027", 168977 
"001100005", 580989 
"001100008", 259656 
"001100006", 800158 
"001100009", 819651.9999999998 
"001100012", 202266 
"001100010", 745296 
"001200032", 87923 
"001200034", 190862 
"001200036", 37539.36 
"001200010", 10000 
"001200012", 10000 
"001200014", 10000 
"001200016", 10000 
"001200018", 10000 
"001200020", 10000 
"001500006", 28150 
"001500012", 164780 
"001500031", 37570.00000000001 
"001500034", 472895 
"001500008", 47433 
"001500013", 464195.1999999999 
"001500014", 319806 
"001500017", 61024.08000000001 
"001500007", 44462 
"001500011", 171638.4 
"001500016", 103923.3 
"001500042", 27565 
"001500046", 72005 
"001500050", 38275 
"001600015", 160937 
"001600018", 65948 
"001500009", 42157 
"001500018", 37663 
"001500010", 57826.81899999997 
"001500015", 26342 
"001500032", 58644 
"001500035", 130418.4 
"001500037", 49450.99999999999 
"001500033", 68740 
"001500036", 142357.3 
"001500038", 40540 
"001600012", 10000 
"001600014", 10000 
"001500039", 50250 
"001500043", 206528 
"001500047", 32420 
"001500040", 22899.19999999999 
"001500044", 66927 
"001500048", 19905.00000000001 
"001500041", 53219.74499999998 
"001500045", 59373 
"001500049", 35588 
"001600017", 214158.2699999999 
"001600019", 46459.29999999999 
"001600022", 120150 
"001600016", 131729.7 
"001600020", 97896 
"001600024", 44800 
"001600021", 63000 
"001600023", 29488.99999999999 
"002200004", 771386 
"002200005", 1707903 
"002200003", 93766 
"002600003", 10000 
"002600002", 10000 
"002600001", 10000 
"002600022", 196400 
"002600021", 291600 
"002600020", 202500 
"002600025", 10000 
"002600024", 10000 
"002600023", 10000 
"002600004", 588918.2998086307 
"002600008", 530334.9803401488 
"002600006", 770991.7251544951 
"002600009", 227806.8440941106 
"002600012", 273136.065 
"002600010", 543759.5530348741 
"002600026", 99176.36559324247 
"002600028", 58609.50389597091 
"002600027", 111726.5612019033 
"002600030", 10000 
"002600033", 127446.5754999999 
"002600034", 10000 
"002600015", 530612.946508271 
"002600016", 853648.8894026256 
"002600013", 1072521.513060519 
"002600146", 10000 
"002600150", 10000 
"002600147", 10000 
"002600152", 10000 
"002600151", 10000 
"002600153", 10000 
"002600154", 10000 
"002600155", 10000 
"002600121", 10000 
"002600122", 10000 
"002600126", 10000 
"002600127", 10000 
"002600156", 10000 
"002600158", 10000 
"002600157", 10000 
"002600128", 10000 
"002600129", 10000 
"002600132", 10000 
"002600133", 10000 
"002600075", 10000 
"002600076", 10000 
"002600077", 10000 
"002600074", 10000 
"002600062", 10000 
"002600063", 10000 
"002600064", 10000 
"002600066", 10000 
"002600067", 10000 
"002600068", 10000 
"002600079", 10000 
"002600078", 10000 
"002600160", 10000 
"002600161", 10000 
"002600159", 10000 
"002600072", 10000 
"002600073", 10000 
"002600071", 10000 
"002600120", 10000 
"002600119", 10000 
"002600140", 10000 
"002600141", 10000 
"002600139", 10000 
"002600142", 10000 
"002600143", 10000 
"002600144", 10000 
"002600083", 10000 
"002600091", 10000 
"002600092", 10000 
"002600106", 10000 
"002600096", 10000 
"002600098", 10000 
"002600097", 10000 
"002600107", 10000 
"002600108", 10000 
"002600114", 10000 
"002600112", 10000 
"002600113", 10000 
"002600110", 10000 
