"000100002", 0, 0 
"000100002", 1, 33250.19131407465 
"000100002", 2, 34955.44187417009 
"000100002", 3, 37891.92144233711 
"000100002", 4, 37965.123868353076 
"000100002", 5, 18482.93521402309 
"000100002", 6, 54635.619491945305 
"000100002", 7, 32582.425091050478 
"000100002", 8, 31243.25005647441 
"000100002", 9, 45216.39680613544 
"000100002", 10, 30194.289641297 
"000100002", 11, 51221.49167786288 
"000100002", 12, 45308.44752132859 
"000100002", 13, 22186.919414469972 
"000100002", 14, 37755.1478506096 
"000100002", 15, 24133.5073574068 
"000100002", 16, 33632.84087343278 
"000100002", 17, 42300.344178441694 
"000100002", 18, 45825.216569105854 
"000100002", 19, 25648.375711275534 
"000100002", 20, 38740.906434928766 
"000100002", 21, 41722.08637317094 
"000100002", 22, 43974.60844468228 
"000100002", 23, 43000.25749733522 
"000100002", 24, 41854.96088453171 
"000100002", 25, 40825.840493890726 
"000100002", 26, 25587.16241154472 
"000100002", 27, 22817.369428940714 
"000100002", 28, 35448.59153330576 
"000100002", 29, 61616.4247431561 
"000100002", 30, 26162.609107531865 
"000100002", 31, 37551.04006821045 
"000100002", 32, 20948.382290659174 
"000100002", 33, 52830.894227178316 
"000100002", 34, 73596.12163336603 
"000100002", 35, 60277.626033369015 
"000100002", 36, 35624.557260119705 
"000100002", 37, 26024.526453949693 
"000100002", 38, 23497.28899135576 
"000100002", 39, 37208.068291147254 
"000100002", 40, 57357.607735062615 
"000100002", 41, 49151.92181589936 
"000100002", 42, 75972.24890325591 
"000100002", 43, 70262.03011689731 
"000100002", 44, 66873.65759635056 
"000100002", 45, 44415.532966048064 
"000100002", 46, 28121.134133296335 
"000100002", 47, 53456.158610183906 
"000100002", 48, 51378.00044828857 
"000100002", 49, 41861.89897377852 
"000100002", 50, 41861.89897377853 
"000100002", 51, 41861.898973778516 
"000100002", 52, 41861.89897377856 
"000100002", 53, 41861.89897377854 
"000100002", 54, 41861.89897377854 
"000100002", 55, 41861.89897377854 
"000100002", 56, 41861.89897377854 
"000100003", 0, 0 
"000100003", 1, 1151.1158854671753 
"000100003", 2, 1142.7458026386666 
"000100003", 3, 1343.42775974109 
"000100003", 4, 2087.269657765377 
"000100003", 5, 675.011555789669 
"000100003", 6, 1398.9215320392923 
"000100003", 7, 1677.4362982988491 
"000100003", 8, 965.1934181883948 
"000100003", 9, 4176.310143256186 
"000100003", 10, 866.2120489973368 
"000100003", 11, 1469.124007966032 
"000100003", 12, 1626.796603816505 
"000100003", 13, 1360.9954676656853 
"000100003", 14, 1390.2582996891474 
"000100003", 15, 1142.1958651780553 
"000100003", 16, 1224.6340788825796 
"000100003", 17, 2518.9420346315537 
"000100003", 18, 1061.9088703005173 
"000100003", 19, 1657.4441486714863 
"000100003", 20, 1433.8792678128893 
"000100003", 21, 1871.7594838285308 
"000100003", 22, 2234.053463713524 
"000100003", 23, 2536.1675869318824 
"000100003", 24, 2372.8621742093665 
"000100003", 25, 2337.589021753518 
"000100003", 26, 2520.5555308056687 
"000100003", 27, 2552.762378349822 
"000100003", 28, 1712.2533514384622 
"000100003", 29, 1409.3590915424256 
"000100003", 30, 1122.335217061769 
"000100003", 31, 1082.1836906950966 
"000100003", 32, 1505.4882355258183 
"000100003", 33, 1301.6504276380776 
"000100003", 34, 4837.925588719386 
"000100003", 35, 1364.093690695097 
"000100003", 36, 2341.4538948355516 
"000100003", 37, 2181.0337842343806 
"000100003", 38, 2716.0218743349014 
"000100003", 39, 2788.9871331992176 
"000100003", 40, 1045.1704153677547 
"000100003", 41, 3521.3448092733215 
"000100003", 42, 1505.7681896199992 
"000100003", 43, 851.6372918358647 
"000100003", 44, 1747.2110918703938 
"000100003", 45, 1011.1016635059605 
"000100003", 46, 1553.4949095010902 
"000100003", 47, 1259.5965776636017 
"000100003", 48, 1062.3232156172553 
"000100003", 49, 1785.532941736481 
"000100003", 50, 1785.532941736481 
"000100003", 51, 1785.5329417364806 
"000100003", 52, 1785.532941736482 
"000100003", 53, 1785.5329417364812 
"000100003", 54, 1785.5329417364812 
"000100003", 55, 1785.5329417364812 
"000100003", 56, 1785.5329417364812 
"000100009", 0, 0 
"000100009", 1, 14919.849934727405 
"000100009", 2, 18431.79990356615 
"000100009", 3, 23445.415121296395 
"000100009", 4, 26805.80261898672 
"000100009", 5, 13566.914746010514 
"000100009", 6, 35877.80213091294 
"000100009", 7, 20185.244785872077 
"000100009", 8, 28639.603920562065 
"000100009", 9, 20760.808053369285 
"000100009", 10, 23635.053024568057 
"000100009", 11, 21189.552158560815 
"000100009", 12, 19647.04474903706 
"000100009", 13, 29903.570943919352 
"000100009", 14, 19328.236456776882 
"000100009", 15, 25426.973866726636 
"000100009", 16, 18963.626190315314 
"000100009", 17, 19528.906763322666 
"000100009", 18, 23817.220926262824 
"000100009", 19, 23148.04956377149 
"000100009", 20, 16440.78190971138 
"000100009", 21, 24623.234441007728 
"000100009", 22, 12874.356314463996 
"000100009", 23, 17744.71298434262 
"000100009", 24, 22225.74148565082 
"000100009", 25, 16591.2666379491 
"000100009", 26, 14213.135173300736 
"000100009", 27, 18876.102466217137 
"000100009", 28, 14384.975560937612 
"000100009", 29, 39339.24940157539 
"000100009", 30, 22508.25180795024 
"000100009", 31, 18154.44509648433 
"000100009", 32, 19526.193837891842 
"000100009", 33, 17926.267643175473 
"000100009", 34, 33484.66946228252 
"000100009", 35, 31273.335768504716 
"000100009", 36, 26074.711780361635 
"000100009", 37, 30415.96493776195 
"000100009", 38, 23603.821489036447 
"000100009", 39, 20651.993644264545 
"000100009", 40, 22133.549662783727 
"000100009", 41, 18434.204453756298 
"000100009", 42, 28879.864534881104 
"000100009", 43, 25377.68724909115 
"000100009", 44, 32995.62860244942 
"000100009", 45, 31478.922178925714 
"000100009", 46, 11214.780450995597 
"000100009", 47, 18628.901317113046 
"000100009", 48, 22923.36319159117 
"000100009", 49, 23306.002033004002 
"000100009", 50, 23306.00203300401 
"000100009", 51, 23306.002033004028 
"000100009", 52, 23306.002033003988 
"000100009", 53, 23306.00203300399 
"000100009", 54, 23306.00203300402 
"000100009", 55, 23306.002033004006 
"000100009", 56, 23306.002033004006 
"000100011", 0, 0 
"000100011", 1, 12953.153325116004 
"000100011", 2, 9811.530940735869 
"000100011", 3, 12191.23181457798 
"000100011", 4, 6492.625058453363 
"000100011", 5, 5977.870625816504 
"000100011", 6, 10536.916762607374 
"000100011", 7, 10590.353152365578 
"000100011", 8, 11474.980157744914 
"000100011", 9, 8413.252955137494 
"000100011", 10, 8172.977619449906 
"000100011", 11, 12011.100549358238 
"000100011", 12, 5774.03126341425 
"000100011", 13, 13131.919904905733 
"000100011", 14, 6817.537881802562 
"000100011", 15, 13117.248819263306 
"000100011", 16, 8445.470340689993 
"000100011", 17, 13176.360025168791 
"000100011", 18, 8707.244858461516 
"000100011", 19, 14406.720965003986 
"000100011", 20, 6717.509496553837 
"000100011", 21, 10355.561078765411 
