"000100002", "Plant01", 12480.0 
"000100002", "Plant02", 0.0 
"000100002", "Plant03", 0.0 
"000100003", "Plant01", 5400.0 
"000100003", "Plant02", 0.0 
"000100003", "Plant03", 0.0 
"000100009", "Plant01", 12480.0 
"000100009", "Plant02", 0.0 
"000100009", "Plant03", 0.0 
"000100011", "Plant01", 9000.0 
"000100011", "Plant02", 0.0 
"000100011", "Plant03", 0.0 
"000100012", "Plant01", 4500.0 
"000100012", "Plant02", 0.0 
"000100012", "Plant03", 0.0 
"000100014", "Plant01", 12480.0 
"000100014", "Plant02", 0.0 
"000100014", "Plant03", 0.0 
"000100016", "Plant01", 10500.0 
"000100016", "Plant02", 0.0 
"000100016", "Plant03", 0.0 
"000100017", "Plant01", 5400.0 
"000100017", "Plant02", 0.0 
"000100017", "Plant03", 0.0 
"000100018", "Plant01", 5400.0 
"000100018", "Plant02", 0.0 
"000100018", "Plant03", 0.0 
"000100023", "Plant01", 13728.0 
"000100023", "Plant02", 0.0 
"000100023", "Plant03", 0.0 
"000100024", "Plant01", 25155.0 
"000100024", "Plant02", 0.0 
"000100024", "Plant03", 0.0 
"000100026", "Plant01", 13728.0 
"000100026", "Plant02", 0.0 
"000100026", "Plant03", 0.0 
"000100027", "Plant01", 29640.0 
"000100027", "Plant02", 0.0 
"000100027", "Plant03", 0.0 
"000100028", "Plant01", 39000.0 
"000100028", "Plant02", 0.0 
"000100028", "Plant03", 0.0 
"000100029", "Plant01", 6000.0 
"000100029", "Plant02", 0.0 
"000100029", "Plant03", 0.0 
"000100031", "Plant01", 11700.0 
"000100031", "Plant02", 11700.0 
"000100031", "Plant03", 0.0 
"000100032", "Plant01", 14040.0 
"000100032", "Plant02", 0.0 
"000100032", "Plant03", 0.0 
"000100033", "Plant01", 29640.0 
"000100033", "Plant02", 29640.0 
"000100033", "Plant03", 0.0 
"000100034", "Plant01", 6000.0 
"000100034", "Plant02", 0.0 
"000100034", "Plant03", 0.0 
"000100036", "Plant01", 13728.0 
"000100036", "Plant02", 0.0 
"000100036", "Plant03", 0.0 
"000100037", "Plant01", 6000.0 
"000100037", "Plant02", 0.0 
"000100037", "Plant03", 0.0 
"000100040", "Plant01", 13728.0 
"000100040", "Plant02", 0.0 
"000100040", "Plant03", 0.0 
"000100041", "Plant01", 6000.0 
"000100041", "Plant02", 0.0 
"000100041", "Plant03", 0.0 
"001200002", "Plant01", 9360.0 
"001200002", "Plant02", 0.0 
"001200002", "Plant03", 0.0 
"001400001", "Plant01", 12480.0 
"001400001", "Plant02", 0.0 
"001400001", "Plant03", 0.0 
"001400002", "Plant01", 6000.0 
"001400002", "Plant02", 0.0 
"001400002", "Plant03", 0.0 
"001200004", "Plant01", 4500.0 
"001200004", "Plant02", 0.0 
"001200004", "Plant03", 0.0 
